from,to
1180080,1461973
1180080,1182230
1180080,1133130
1180080,1318324
1180080,1177798
1180080,1135698
1180080,123991
1180080,1368733
1180080,1072533
1180080,1368136
1479913,135546
1479913,1461973
1479913,1182230
1479913,1133130
1479913,1318324
1479913,1177798
1479913,1135698
1479913,123991
1479913,1368733
1479913,1072533
1479913,1368136
135546,1461973
135546,1182230
135546,1133130
135546,1318324
135546,1177798
135546,123991
135546,1368733
135546,1072533
135546,1368136
1461973,1182230
1461973,1133130
1461973,1318324
1461973,1177798
1461973,123991
1461973,1368733
1461973,1072533
1461973,1368136
1182230,1133130
1182230,1318324
1182230,1177798
1182230,123991
1182230,1368733
1182230,1072533
1182230,1368136
1133130,1318324
1133130,1177798
1133130,123991
1133130,1368733
1133130,1072533
1133130,1368136
1318324,1177798
1318324,123991
1318324,1368733
1318324,1072533
1318324,1368136
1177798,123991
1177798,1368733
1177798,1072533
1177798,1368136
1536772,1290761
1536772,1366781
1536772,1215641
1536772,1184039
1536772,1189729
1536772,1355137
1536772,224571
1536772,1514007
1536772,1339446
1536772,1447604
1536772,213752
1536772,1380855
1536772,173374
1536772,1328250
1536772,1264753
1536772,1306952
1536772,1246216
1536772,1199624
1290761,1366781
1290761,1215641
1290761,1184039
1290761,1189729
1290761,1355137
1290761,224571
1290761,1514007
1290761,1339446
1290761,1447604
1290761,1380855
1290761,173374
1290761,1328250
1290761,1246216
1290761,1199624
1366781,1215641
1366781,103942
1366781,1184039
1366781,1189729
1366781,224571
1366781,1514007
1366781,1339446
1366781,1447604
1366781,1380855
1366781,173374
1366781,1328250
1366781,1199624
1215641,103942
1215641,1184039
1215641,1189729
1215641,14766
1215641,1514007
1215641,1339446
1215641,1447604
1215641,173374
1215641,1328250
1184924,1352331
1184924,1498895
1184924,1036690
1184924,1493615
1184924,1443395
1352331,1498895
1352331,1036690
1352331,1493615
1352331,1443395
1498895,1036690
1498895,1493615
1498895,1443395
1036690,1493615
1036690,1443395
1493615,1571713
1493615,1443395
1571713,1025521
1571713,1344137
303867,1182882
303867,1457824
303867,1167417
303867,134420
1182882,1392130
1182882,1457824
1182882,1167417
1182882,134420
1392130,134420
1552340,1424283
1552340,1444383
1552340,1398470
1516946,1347809
1516946,247021
173606,1541855
219875,1025173
219875,169347
219875,208001
219875,1296767
219875,1357763
219875,1559360
1369521,180264
1369521,1367080
1369521,127771
1369521,1262989
1468053,1331058
232792,149810
232792,1551809
232792,1166481
232792,628594
143954,125410
143954,32832
1108177,1235763
1123318,1415569
1123318,1511960
1123318,1550184
1123318,1443925
1366306,1417456
1366306,1507295
1138723,1349877
1161494,1353483
1161494,1504304
1353483,1504304
1353483,1273256
1504304,1273256
1205934,199405
1205934,1460332
1205934,1128637
1021561,1403721
1021561,1251521
1530927,1497770
1197655,146819
146819,1059708
1280492,1179080
1179080,1009100
1179080,1058984
1179080,21335
1179080,1249394
1179080,1386572
1009100,1058984
1009100,21335
1009100,1249394
1009100,1386572
1290821,1252490
1043731,284876
1043731,1174326
1095689,188234
103231,1255072
103231,1207731
1498166,144427
1498166,1488052
1498166,1018109
1498166,100761
144427,1488052
144427,100761
1488052,1514447
1018109,100761
1018109,1053700
1018109,171906
1018109,188169
100761,1053700
100761,188169
519420,1430581
1250782,1299112
1250782,152024
1250782,1006583
1113990,1171258
1113990,1400740
1113990,1186965
1113990,1464797
1113990,1204942
1113990,1278456
1113990,1140593
1113990,159350
1113990,1581097
1113990,1128993
1113990,1013603
1171258,1400740
1171258,1186965
1171258,206000
1171258,1140593
1171258,159350
1171258,1581097
1171258,1128993
1171258,1013603
1180084,1263584
1180084,1022461
1180084,1456153
1180084,1464250
1180084,1191609
1180084,431416
1180084,1586115
1263584,1456153
1263584,1464250
1263584,1191609
1263584,431416
1263584,1184237
1263584,1332852
1263584,1586115
1263584,133522
1022461,1456153
1022461,1417260
1022461,1275010
1022461,1480814
1456153,1464250
1456153,1417260
1456153,1275010
1456153,1586115
1168840,1239649
1168840,251040
1168840,27035
1168840,1263786
1168840,114191
1168840,212877
1239649,251040
1239649,27035
1239649,1263786
1239649,114191
1239649,212877
1004898,1219100
1004898,1343336
1004898,1406729
1004898,1243149
1004898,1488812
1004898,294372
1004898,1258929
1004898,1267637
1351870,1134389
1058984,21335
1058984,1249394
1522009,1568792
1168737,310220
1168737,406820
1168737,341489
1147303,199405
1147303,30761
1147303,1460332
1147303,1252903
1268235,1125128
1440225,1124791
150173,1283296
150173,1339093
298018,1045189
298018,1230966
1045189,1283296
1045189,1339093
308363,1591635
308363,1333683
1591635,1333683
1591635,1530740
1004200,1515976
1004200,128274
1003181,1355118
1003181,1353593
1003181,1223447
1355118,1223447
1355118,1530740
187136,1428735
187136,1562120
187136,1380105
187136,1456654
187136,1549194
1428735,1380105
1428735,1456654
1428735,1549194
1428735,155802
1562120,1353593
1362452,1127613
1362452,1251787
1362452,153326
1362452,1077852
1127613,1077852
1209914,259316
1209914,1551752
1209914,1463240
1209914,1316199
1209914,1257595
259316,1551752
259316,1463240
259316,1316199
259316,1257595
1551752,1463240
1551752,1316199
1551752,1257595
1461279,1072897
1461279,281720
1461279,251717
1461279,446444
1072897,1185263
1072897,281720
1072897,251717
1072897,446444
1185263,1546038
1185263,446444
1380267,1204677
1380267,1043456
1380267,1300280
1204677,1043456
1204677,1300280
347465,103873
347465,1386274
347465,223858
347465,1456537
1060204,1555955
1060204,1363704
1060204,1190989
1384315,1327220
1384315,243389
125016,120500
125016,1391591
125016,210091
125016,1349366
125016,229796
207464,1249700
207464,216462
1249700,1253349
1295872,1253349
1295872,1295888
1295872,340179
1295872,1050478
1295872,423788
1295872,1440663
1187011,1404507
1551783,1483546
1551783,203120
1551783,264868
1551783,1499240
1551783,1192672
1551783,1437388
1322023,166082
1053366,1279331
1494805,1322810
1494805,1483584
1494805,1265350
1494805,1524747
1322810,1265350
1322810,1344105
1322810,1044371
1322810,1524747
1483584,1265350
1483584,1006179
119121,195767
119121,1371080
119121,1458759
119121,215118
119121,1404655
119121,1465746
119121,1287796
119121,1449910
119121,1521674
119121,190736
195767,1371080
195767,1458759
195767,215118
195767,1404655
195767,1465746
195767,1287796
195767,1449910
195767,1521674
195767,190736
1371080,1458759
1371080,215118
1371080,1404655
1371080,1465746
1371080,1287796
1371080,1449910
1371080,1521674
1371080,190736
1458759,215118
1458759,1404655
1458759,1465746
1458759,1287796
1458759,1449910
1458759,1521674
1458759,190736
215118,1404655
215118,1465746
215118,1287796
215118,1449910
215118,1521674
215118,190736
1404655,1465746
1404655,1287796
1404655,1449910
1404655,1521674
1404655,190736
1108131,1013472
1108131,224119
1013472,224119
1558238,190213
1558238,1354784
1558238,215115
1558238,1118647
1558238,1090635
1558238,118628
1558238,1452053
1558238,1315277
1558238,1003530
1558238,1059366
1558238,1108884
1558238,1196636
1558238,1369261
1558238,1524974
190213,1354784
190213,215115
190213,1118647
190213,1015582
190213,1090635
190213,118628
190213,1452053
190213,1003530
190213,1059366
190213,1108884
190213,1196636
190213,1369261
190213,1524974
1354784,215115
1354784,1118647
1354784,1015582
1354784,150810
1354784,1481087
1354784,1090635
1354784,118628
1354784,1452053
1354784,1003530
1354784,1196636
1354784,1369261
1354784,1524974
215115,1118647
215115,1015582
215115,150810
215115,1481087
1118647,1015582
1118647,150810
1118647,1481087
1015582,150810
1015582,1481087
150810,1481087
1581374,1575422
1581374,247682
1581374,1036937
1581374,1239540
1581374,1415522
1581374,157035
1581374,164163
1588588,1506355
1588588,1468968
1588588,1435618
1588588,1143521
1588588,110646
1563572,1452962
1563572,1036937
1563572,1506355
1452962,1036937
1452962,114253
183289,1056676
183289,1098063
183289,425071
183289,143976
183289,1463835
1080422,1379280
1080422,1297910
1080422,1068535
1080422,1307741
1379280,1068535
1379280,1307741
1155403,263010
1155403,1343478
1155403,300087
1155403,1241980
1155403,1202131
1155403,1066383
1155403,1059227
1155403,225732
1155403,1037603
1155403,1281388
1155403,301633
1155403,1528721
1155403,130797
263010,1343478
263010,300087
263010,1241980
263010,1202131
263010,1066383
263010,1059227
263010,225732
263010,1037603
1190842,1550209
1190842,30203
1190842,1014968
1190842,1106929
1550209,1204848
1550209,1014968
1550209,1106929
1550209,1264859
1204848,1264859
1204848,220985
321867,1225839
321867,190408
321867,1584686
1496274,1282324
1496274,1315728
1496274,1021640
1496274,1589763
1496274,1042809
216660,286776
216660,21346
216660,1185068
216660,1411649
216660,1535552
216660,1258400
1256995,1338460
1256995,1315728
1256995,1109593
1256995,119774
1256995,1021640
1256995,1589763
1256995,1459254
1256995,1384123
1256995,1416510
1256995,1133411
1256995,1265580
1256995,1369033
1256995,1032354
1256995,1294904
1338460,1315728
1338460,1109593
1338460,119774
1338460,1021640
1338460,1589763
1338460,1459254
1338460,1384123
1338460,1416510
1338460,1133411
1338460,1265580
1338460,1369033
1338460,1032354
1338460,1294904
189204,1382899
189204,1241965
189204,1451812
189204,1119392
189204,1544051
189204,1278468
189204,1181864
1382899,1241965
1382899,188844
1382899,1451812
1382899,1119392
1382899,1544051
1382899,1278468
1382899,1181864
1241965,188844
1241965,1451812
1241965,1119392
1241965,1544051
1241965,1278468
1241965,1181864
1142510,1378593
1142510,1236076
1142510,1564369
1142510,1583985
1142510,1074177
1142510,1588356
1142510,1481139
1142510,1391155
1142510,1526925
1142510,1346169
1142510,1301075
1142510,180628
1142510,287229
1142510,1127720
1221530,331383
1221530,1194852
1221530,1270610
1221530,1424670
331383,1385481
331383,207230
331383,1270610
331383,1514439
331383,1187581
1329758,329908
18418,1489900
1301043,1341826
1341826,1382298
1341826,1510800
1365981,1238098
1501900,1039899
1501900,1458947
1243861,1164445
1243861,182468
1243861,231608
1243861,100515
1243861,1283307
1243861,1508552
1164445,182468
1164445,32172
1164445,231608
1164445,100515
1164445,1508552
1164445,1052849
1587328,1721
1587328,1529433
1587328,1171327
1587328,1307630
1721,1073152
1721,1420061
1225580,1426355
1225580,1581400
1225580,1127142
1225580,1481085
1426355,1590491
1426355,1408941
1426355,1467387
1315191,12467
1315191,384811
1315191,1084049
1315191,1493397
1315191,1181174
1315191,174715
1315191,1549424
1315191,489690
1315191,1079180
1315191,1512566
1315191,229608
1315191,1196106
1315191,1161292
1315191,1123623
12467,384811
12467,1084049
12467,1493397
12467,1181174
12467,174715
12467,1549424
12467,489690
12467,1079180
12467,1512566
12467,229608
12467,1196106
12467,1161292
12467,1123623
1098829,154381
1098829,1553837
1098829,1378143
1098829,1370955
1098829,1492172
1098829,1194893
1098829,195441
1098829,1102614
1098829,162992
1405234,1675
1405234,1297228
1405234,1413887
1405234,1411258
1405234,1025989
1405234,1473338
1405234,1181917
1405234,1585030
1405234,1317238
1405234,1502652
1405234,1568966
1405234,144991
154381,1553837
1573266,1332376
1573266,1143497
1573266,1525730
1573266,196084
1573266,1186420
1573266,1175760
1573266,1105684
1573266,1583286
1573266,1111043
1573266,1444551
1573266,1427183
1573266,1580489
1573266,1271689
1573266,131546
1573266,1214605
1573266,1584484
1573266,1165087
1573266,1519420
1573266,1188236
1573266,1108534
1332376,1143497
1332376,1525730
1332376,196084
1332376,1186420
1332376,1175760
1332376,1105684
1332376,1583286
1332376,1111043
1332376,1444551
1332376,1427183
1332376,1580489
1332376,1271689
1332376,131546
1332376,1214605
1332376,1584484
1332376,1165087
1332376,1519420
1332376,1188236
1332376,1108534
1143497,1525730
1143497,196084
1143497,1186420
1143497,1175760
1143497,1105684
1143497,1583286
1143497,1111043
1143497,1444551
1143497,1427183
1143497,1580489
1143497,1271689
1143497,131546
1143497,1214605
1143497,1584484
1143497,1165087
1143497,1519420
1143497,1188236
1143497,1108534
1525730,196084
1525730,1186420
1525730,1175760
1525730,1105684
1525730,1583286
1525730,1111043
1525730,1444551
1525730,1427183
1525730,1580489
1525730,1271689
1525730,131546
1525730,1214605
1525730,1584484
1525730,1165087
1525730,1519420
1525730,1188236
1525730,1108534
196084,1186420
196084,1175760
196084,1105684
196084,1583286
196084,1111043
196084,1444551
196084,1427183
196084,1580489
196084,1271689
196084,131546
196084,1587407
196084,1214605
196084,1584484
196084,1165087
196084,1519420
196084,1188236
196084,1108534
1186420,1175760
1186420,1105684
1186420,1583286
1186420,1111043
1186420,1444551
1186420,1427183
1186420,1580489
1186420,1271689
1186420,131546
1186420,1587407
1186420,1214605
1186420,1584484
1186420,1165087
1186420,1519420
1186420,1188236
1186420,1108534
1175760,1105684
1175760,1583286
1175760,1111043
1175760,1444551
1175760,1427183
1175760,1580489
1175760,1271689
1175760,131546
1175760,1587407
1175760,1214605
1175760,1584484
1175760,1165087
1175760,1519420
1175760,1188236
1175760,1108534
1105684,1583286
1105684,1111043
1105684,1444551
1105684,1427183
1105684,1580489
1105684,1271689
1105684,131546
1105684,1587407
1105684,1214605
1105684,1584484
1105684,1165087
1105684,1519420
1105684,1188236
1105684,1108534
1583286,1111043
1583286,1444551
1583286,1427183
1583286,1580489
1583286,1271689
1583286,131546
1583286,1587407
1583286,1214605
1583286,1584484
1583286,1165087
1583286,1519420
1583286,1188236
1583286,1108534
1118134,120743
1118134,1325641
1118134,1164122
1118134,220131
120743,1325641
120743,1164122
120743,220131
1127809,1209989
1127809,1038948
1127809,1512226
1127809,1419141
1127809,1308534
1127809,170347
1127809,1203146
1127809,215747
1127809,1491688
1127809,1114868
1209989,1038948
1209989,1512226
1209989,1419141
1209989,1308534
1209989,1146462
1209989,100119
1209989,170347
1209989,1203146
1209989,215747
1038948,1512226
1038948,1419141
1038948,1308534
1038948,1146462
1038948,1214840
1038948,1179174
1038948,100119
1038948,170347
1038948,1203146
1038948,215747
1038948,306002
1512226,1419141
1512226,1308534
1512226,1146462
1512226,1214840
1512226,1179174
1512226,1347998
1512226,100119
1512226,170347
1512226,1203146
1512226,215747
1512226,306002
1419141,1308534
1419141,1146462
1419141,1214840
1419141,1179174
1419141,1347998
1419141,100119
1419141,170347
1419141,1203146
1419141,491432
1419141,1335945
1419141,306002
1308534,1146462
1308534,1214840
1308534,1179174
1308534,1347998
1308534,100119
1308534,170347
1308534,1203146
1308534,491432
1308534,1277127
1308534,1130108
1308534,1436986
1308534,1097698
1308534,1506550
1308534,1459051
1308534,1204776
1308534,1335945
1308534,306002
1146462,1214840
1146462,1179174
1146462,1347998
1146462,100119
1146462,170347
1146462,1203146
1146462,491432
1146462,1277127
1146462,1130108
1146462,1436986
1146462,1097698
1146462,1506550
1146462,1459051
1146462,1204776
1146462,1119188
1146462,1335945
1146462,306002
1192380,1319154
1192380,333641
1192380,1491688
1192380,1225411
1192380,1004528
1192380,1389216
1192380,31394
1192380,1114868
1319154,215747
1319154,1491688
1319154,1225411
1319154,1004528
1319154,1389216
1319154,31394
1319154,1114868
333641,1388395
333641,252313
333641,1004528
333641,1313476
333641,1315122
333641,1389216
333641,31394
1388395,252313
1388395,1313476
1388395,1315122
21856,158352
21856,1094842
21856,178360
21856,210054
21856,231028
158352,1094842
158352,178360
158352,210054
455333,1096087
455333,272400
455333,1066391
455333,1281725
1423808,1067214
1423808,1454191
1423808,1155484
1423808,1516653
1423808,1319104
1423808,10151
1423808,134566
1067214,1454191
1067214,1155484
1067214,1516653
1067214,1319104
1067214,10151
1501360,1354826
1501360,332209
1501360,251326
1501360,1556571
1501360,1251284
1501360,1227449
1471736,1254472
1471736,1281725
1181298,272773
1181298,244091
1181298,1092044
1181298,1270516
272773,244091
272773,1092044
272773,1270516
272773,1264236
272773,1181103
244091,1092044
244091,1270516
244091,1264236
244091,1181103
244091,1115011
1092044,1270516
1092044,1264236
1092044,1181103
1092044,1115011
1092044,1466713
